county,fips,st,pct_report,total_votes,lead,state.name, None of these candidates,Alyson Kennedy,Bradford Lyttle,Chris Keniston,Dan Vacek,Darrell Castle,Donald Trump,Emidio Soltysik,Evan McMullin,Frank Atwood,Gary Johnson,Gloria La Riva,Hillary Clinton,Jerry White,Jill Stein,Jim Hedges,Joseph Maldonado,Kyle Kopitke,Laurence Kotlikoff,Lynn Kahn,Michael Maturen,Mike Smith,Monica Moorehead,Peter Skewes,Princess Jacob,Richard Duncan,Rocky De La Fuente,Rocky Giordani,Rod Silva,Ryan Scott,Scott Copeland,Tom Hoefling,
Lincoln County,21137,KY,1,9561,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.76749294,NA,0.008576509,NA,0.023637695,NA,0.195063278,NA,0.004602029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28E-04,NA,NA,NA,NA,NA,
Livingston County,21139,KY,1,4643,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.768899418,NA,0.009907387,NA,0.024768469,NA,0.191040276,NA,0.005169072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15E-04,NA,NA,NA,NA,NA,
Logan County,21141,KY,1,10899,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.713643454,NA,0.00834939,NA,0.021011102,NA,0.252775484,NA,0.003945316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75E-04,NA,NA,NA,NA,NA,
Lyon County,21143,KY,1,3961,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.704115122,NA,0.009088614,NA,0.018682151,NA,0.263822267,NA,0.003786922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05E-04,NA,NA,NA,NA,NA,
McCracken County,21145,KY,1,31294,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.663833323,NA,0.010225602,NA,0.026810251,NA,0.291877037,NA,0.006934237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20E-04,NA,NA,NA,NA,NA,
McCreary County,21147,KY,1,5776,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.867728532,NA,0.003289474,NA,0.010214681,NA,0.114958449,NA,0.003116343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.93E-04,NA,NA,NA,NA,NA,
McLean County,21149,KY,1,4566,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.740473062,NA,0.009636443,NA,0.03000438,NA,0.216381954,NA,0.003285151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19E-04,NA,NA,NA,NA,NA,
Madison County,21151,KY,1,37336,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.627571245,NA,0.014784658,NA,0.03184594,NA,0.315861367,NA,0.009454682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82E-04,NA,NA,NA,NA,NA,
Magoffin County,21153,KY,1,5116,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.747458952,NA,0.006645817,NA,0.012900704,NA,0.229085223,NA,0.003322909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86E-04,NA,NA,NA,NA,NA,
Marion County,21155,KY,1,8109,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.631643853,NA,0.007275866,NA,0.02651375,NA,0.330373659,NA,0.004069552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23E-04,NA,NA,NA,NA,NA,
Marshall County,21157,KY,1,16688,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.73837488,NA,0.010426654,NA,0.025527325,NA,0.220038351,NA,0.005033557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.99E-04,NA,NA,NA,NA,NA,
Martin County,21159,KY,1,3953,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.886162408,NA,0.005059449,NA,0.013154566,NA,0.091828991,NA,0.003288642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06E-04,NA,NA,NA,NA,NA,
Mason County,21161,KY,1,7216,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.685144124,NA,0.012056541,NA,0.023974501,NA,0.273004435,NA,0.005266075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54E-04,NA,NA,NA,NA,NA,
Meade County,21163,KY,1,12229,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.708152752,NA,0.008749693,NA,0.027230354,NA,0.247444599,NA,0.007931965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91E-04,NA,NA,NA,NA,NA,
Menifee County,21165,KY,1,2779,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.723281756,NA,0.003958258,NA,0.015473192,NA,0.251889169,NA,0.005037783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60E-04,NA,NA,NA,NA,NA,
Mercer County,21167,KY,1,10584,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.731292517,NA,0.009542706,NA,0.025982615,NA,0.226284958,NA,0.006424792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72E-04,NA,NA,NA,NA,NA,
Metcalfe County,21169,KY,1,4619,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.755791297,NA,0.00887638,NA,0.018618749,NA,0.211301147,NA,0.004762936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49E-04,NA,NA,NA,NA,NA,
Monroe County,21171,KY,1,4991,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.857142857,NA,0.004608295,NA,0.015227409,NA,0.12041675,NA,0.002604688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,
Montgomery County,21173,KY,1,11444,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.686473261,NA,0.007951765,NA,0.023068857,NA,0.275952464,NA,0.005941978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12E-04,NA,NA,NA,NA,NA,
Morgan County,21175,KY,1,4770,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.760587002,NA,0.009014675,NA,0.013207547,NA,0.210901468,NA,0.005450734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39E-04,NA,NA,NA,NA,NA,
Muhlenberg County,21177,KY,1,13054,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.719549563,NA,0.008196721,NA,0.017619121,NA,0.250651141,NA,0.003370614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.13E-04,NA,NA,NA,NA,NA,
Nelson County,21179,KY,1,20773,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.646560439,NA,0.009676022,NA,0.027198768,NA,0.309728975,NA,0.006306263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.30E-04,NA,NA,NA,NA,NA,
Nicholas County,21181,KY,1,2840,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.689084507,NA,0.006690141,NA,0.022887324,NA,0.277112676,NA,0.003169014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001056338,NA,NA,NA,NA,NA,
Ohio County,21183,KY,1,10398,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.763800731,NA,0.010098096,NA,0.019907675,NA,0.200038469,NA,0.00615503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,
Oldham County,21185,KY,1,32853,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.623048123,NA,0.017958786,NA,0.037409065,NA,0.312543756,NA,0.008583691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.57E-04,NA,NA,NA,NA,NA,
Owen County,21187,KY,1,4999,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.74914983,NA,0.00860172,NA,0.024404881,NA,0.212442488,NA,0.005001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00E-04,NA,NA,NA,NA,NA,
Owsley County,21189,KY,1,1759,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.837976123,NA,0.001705514,NA,0.013644116,NA,0.145537237,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00113701,NA,NA,NA,NA,NA,
Pendleton County,21191,KY,1,6007,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.766439154,NA,0.010987182,NA,0.024138505,NA,0.19377393,NA,0.004494756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66E-04,NA,NA,NA,NA,NA,
Perry County,21193,KY,1,10572,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.771660991,NA,0.0053916,NA,0.015891033,NA,0.202043133,NA,0.004445706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.68E-04,NA,NA,NA,NA,NA,
Pike County,21195,KY,1,24663,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.800673073,NA,0.005027774,NA,0.016745732,NA,0.17353931,NA,0.003487005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27E-04,NA,NA,NA,NA,NA,
Powell County,21197,KY,1,4957,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.708694775,NA,0.004438168,NA,0.023804721,NA,0.256606819,NA,0.005446843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001008675,NA,NA,NA,NA,NA,
Pulaski County,21199,KY,1,28036,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.816878299,NA,0.007775717,NA,0.020045656,NA,0.150092738,NA,0.00452989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78E-04,NA,NA,NA,NA,NA,
Robertson County,21201,KY,1,1013,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.749259625,NA,0.007897335,NA,0.01875617,NA,0.219151037,NA,0.004935834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,
Rockcastle County,21203,KY,1,6688,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.838666268,NA,0.007476077,NA,0.013008373,NA,0.136812201,NA,0.003738038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99E-04,NA,NA,NA,NA,NA,
Rowan County,21205,KY,1,8842,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.585161728,NA,0.007690568,NA,0.023410993,NA,0.372653246,NA,0.00961321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001470256,NA,NA,NA,NA,NA,
Russell County,21207,KY,1,8174,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.839613408,NA,0.005872278,NA,0.018717886,NA,0.133716663,NA,0.001712748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67E-04,NA,NA,NA,NA,NA,
Scott County,21209,KY,1,24180,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.622497932,NA,0.01662531,NA,0.035277089,NA,0.319065343,NA,0.005748553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.86E-04,NA,NA,NA,NA,NA,
Shelby County,21211,KY,1,20573,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.641423225,NA,0.015748797,NA,0.030574053,NA,0.30506003,NA,0.006707821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86E-04,NA,NA,NA,NA,NA,
Simpson County,21213,KY,1,7529,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.67432594,NA,0.008633285,NA,0.026563953,NA,0.284765573,NA,0.005047151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.64E-04,NA,NA,NA,NA,NA,
Spencer County,21215,KY,1,9513,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.756438558,NA,0.011668243,NA,0.024913277,NA,0.201934195,NA,0.00462525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20E-04,NA,NA,NA,NA,NA,
Taylor County,21217,KY,1,11304,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.736022647,NA,0.012561925,NA,0.020612173,NA,0.225849257,NA,0.004688606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65E-04,NA,NA,NA,NA,NA,
Todd County,21219,KY,1,4774,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.75659824,NA,0.005655635,NA,0.013405949,NA,0.218265605,NA,0.005446167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28E-04,NA,NA,NA,NA,NA,
Trigg County,21221,KY,1,6748,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.730735033,NA,0.008743331,NA,0.017931239,NA,0.235180794,NA,0.006668643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41E-04,NA,NA,NA,NA,NA,
Trimble County,21223,KY,1,3788,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.731520591,NA,0.007391763,NA,0.023231257,NA,0.232048574,NA,0.005279831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28E-04,NA,NA,NA,NA,NA,
Union County,21225,KY,1,6211,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.75688295,NA,0.005313154,NA,0.018515537,NA,0.214297215,NA,0.004669135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22E-04,NA,NA,NA,NA,NA,
Warren County,21227,KY,1,48436,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.591977042,NA,0.015628871,NA,0.03313651,NA,0.350276654,NA,0.008568007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13E-04,NA,NA,NA,NA,NA,
Washington County,21229,KY,1,5630,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.712788632,NA,0.010657194,NA,0.019715808,NA,0.252220249,NA,0.003019538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001598579,NA,NA,NA,NA,NA,
Wayne County,21231,KY,1,7992,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.797172172,NA,0.00513013,NA,0.014514515,NA,0.179054054,NA,0.003753754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75E-04,NA,NA,NA,NA,NA,
Webster County,21233,KY,1,5805,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.757450474,NA,0.00585702,NA,0.019121447,NA,0.213608958,NA,0.003789836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72E-04,NA,NA,NA,NA,NA,
Whitley County,21235,KY,1,13769,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.821555669,NA,0.007480572,NA,0.017575714,NA,0.150119834,NA,0.002977704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91E-04,NA,NA,NA,NA,NA,
Wolfe County,21237,KY,1,2635,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.684629981,NA,0.009867173,NA,0.015939279,NA,0.285768501,NA,0.00341556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80E-04,NA,NA,NA,NA,NA,
Woodford County,21239,KY,1,13560,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.567625369,NA,0.018141593,NA,0.039011799,NA,0.365634218,NA,0.008628319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59E-04,NA,NA,NA,NA,NA,
NA,KY,KY,1,1923398,Donald Trump,Kentucky,NA,NA,NA,NA,NA,NA,0.625440496,NA,0.011843623,NA,0.027946374,NA,0.326949493,NA,0.007233552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86E-04,NA,NA,NA,NA,NA,
Acadia Parish,22001,LA,1,27389,Donald Trump,Louisiana,NA,2.92E-04,NA,0.001022308,NA,0.00182555,0.772645953,NA,0.002701815,NA,0.010259593,1.83E-04,0.205849063,1.83E-04,0.003870167,NA,NA,NA,4.75E-04,NA,NA,NA,NA,NA,3.29E-04,NA,NA,NA,NA,NA,NA,3.65E-04,
Allen Parish,22003,LA,1,9245,Donald Trump,Louisiana,NA,4.33E-04,NA,0.001622499,NA,0.002812331,0.742779881,NA,0.004867496,NA,0.011032991,3.24E-04,0.22779881,1.08E-04,0.005408329,NA,NA,NA,0.001297999,NA,NA,NA,NA,NA,6.49E-04,NA,NA,NA,NA,NA,NA,8.65E-04,
Ascension Parish,22005,LA,1,54678,Donald Trump,Louisiana,NA,2.38E-04,NA,0.001097333,NA,0.001517978,0.661015399,NA,0.004809978,NA,0.021654047,2.01E-04,0.301327774,5.49E-05,0.005925601,NA,NA,NA,5.67E-04,NA,NA,NA,NA,NA,5.67E-04,NA,NA,NA,NA,NA,NA,0.001024178,
Assumption Parish,22007,LA,1,10904,Donald Trump,Louisiana,NA,3.67E-04,NA,6.42E-04,NA,0.002109318,0.615737344,NA,0.002017608,NA,0.011647102,4.59E-04,0.360509905,3.67E-04,0.003576669,NA,NA,NA,9.17E-04,NA,NA,NA,NA,NA,1.83E-04,NA,NA,NA,NA,NA,NA,0.001467351,
Avoyelles Parish,22009,LA,1,16586,Donald Trump,Louisiana,NA,4.22E-04,NA,0.001507295,NA,0.001688171,0.673158085,NA,0.001688171,NA,0.011334861,1.81E-04,0.303569275,3.62E-04,0.004160135,NA,NA,NA,7.84E-04,NA,NA,NA,NA,NA,3.01E-04,NA,NA,NA,NA,NA,NA,8.44E-04,
Beauregard Parish,22011,LA,1,15078,Donald Trump,Louisiana,NA,3.98E-04,NA,0.001459079,NA,0.001989654,0.811646107,NA,0.004178273,NA,0.014922404,1.99E-04,0.158708051,1.33E-04,0.004244595,NA,NA,NA,5.97E-04,NA,NA,NA,NA,NA,5.31E-04,NA,NA,NA,NA,NA,NA,9.95E-04,
Bienville Parish,22013,LA,1,7005,Donald Trump,Louisiana,NA,1.43E-04,NA,5.71E-04,NA,0.001284797,0.536188437,NA,0.001998572,NA,0.007708779,1.43E-04,0.446680942,0,0.003283369,NA,NA,NA,7.14E-04,NA,NA,NA,NA,NA,5.71E-04,NA,NA,NA,NA,NA,NA,7.14E-04,
Bossier Parish,22015,LA,1,49848,Donald Trump,Louisiana,NA,1.40E-04,NA,8.83E-04,NA,0.001584818,0.711643396,NA,0.004754454,NA,0.020542449,1.60E-04,0.253590916,8.02E-05,0.005276039,NA,NA,NA,3.61E-04,NA,NA,NA,NA,NA,2.81E-04,NA,NA,NA,NA,NA,NA,7.02E-04,
Caddo Parish,22017,LA,1,105804,Hillary Clinton,Louisiana,NA,1.89E-04,NA,7.47E-04,NA,0.001001852,0.463177196,NA,0.003704964,NA,0.017589127,2.36E-04,0.505491286,1.89E-04,0.006285207,NA,NA,NA,5.58E-04,NA,NA,NA,NA,NA,2.27E-04,NA,NA,NA,NA,NA,NA,6.05E-04,
Calcasieu Parish,22019,LA,1,83785,Donald Trump,Louisiana,NA,2.27E-04,NA,0.00134869,NA,0.002208032,0.646786418,NA,0.005454437,NA,0.021316465,2.03E-04,0.313850928,2.27E-04,0.006576356,NA,NA,NA,5.37E-04,NA,NA,NA,NA,NA,4.30E-04,NA,NA,NA,NA,NA,NA,8.35E-04,
Caldwell Parish,22021,LA,1,4692,Donald Trump,Louisiana,NA,4.26E-04,NA,0.001065644,NA,0.001918159,0.814578005,NA,0.003836317,NA,0.005967604,0,0.167945439,0,0.002983802,NA,NA,NA,2.13E-04,NA,NA,NA,NA,NA,6.39E-04,NA,NA,NA,NA,NA,NA,4.26E-04,
Cameron Parish,22023,LA,1,3692,Donald Trump,Louisiana,NA,8.13E-04,NA,0.002437703,NA,0.001625135,0.881906826,NA,0.00460455,NA,0.015438787,0,0.087486457,0,0.004333694,NA,NA,NA,2.71E-04,NA,NA,NA,NA,NA,2.71E-04,NA,NA,NA,NA,NA,NA,8.13E-04,
Catahoula Parish,22025,LA,1,4856,Donald Trump,Louisiana,NA,0,NA,0.001029654,NA,0.001441516,0.716433278,NA,0.001235585,NA,0.003500824,0,0.272240527,4.12E-04,0.002883031,NA,NA,NA,2.06E-04,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6.18E-04,
Claiborne Parish,22027,LA,1,6421,Donald Trump,Louisiana,NA,4.67E-04,NA,0.001868868,NA,0.00155739,0.558324249,NA,0.001245912,NA,0.007008254,1.56E-04,0.423142813,4.67E-04,0.003893475,NA,NA,NA,7.79E-04,NA,NA,NA,NA,NA,1.56E-04,NA,NA,NA,NA,NA,NA,9.34E-04,
Concordia Parish,22029,LA,1,8872,Donald Trump,Louisiana,NA,4.51E-04,NA,6.76E-04,NA,0.001014427,0.617335437,NA,9.02E-04,NA,0.007664563,3.38E-04,0.368800721,0,0.001577998,NA,NA,NA,4.51E-04,NA,NA,NA,NA,NA,3.38E-04,NA,NA,NA,NA,NA,NA,4.51E-04,
De Soto Parish,22031,LA,1,13500,Donald Trump,Louisiana,NA,1.48E-04,NA,6.67E-04,NA,0.001185185,0.59762963,NA,0.003777778,NA,0.009481481,0,0.382592593,2.22E-04,0.002444444,NA,NA,NA,5.93E-04,NA,NA,NA,NA,NA,7.41E-04,NA,NA,NA,NA,NA,NA,5.19E-04,
East Baton Rouge Parish,22033,LA,1,196491,Hillary Clinton,Louisiana,NA,2.14E-04,NA,9.72E-04,NA,0.001618395,0.430859429,NA,0.006941794,NA,0.025237797,2.49E-04,0.523321679,2.24E-04,0.008361706,NA,NA,NA,5.85E-04,NA,NA,NA,NA,NA,4.02E-04,NA,NA,NA,NA,NA,NA,0.001012769,
East Carroll Parish,22035,LA,1,2939,Hillary Clinton,Louisiana,NA,6.81E-04,NA,3.40E-04,NA,0.001361007,0.360326642,NA,0.001020755,NA,0.005444029,3.40E-04,0.625382783,0,0.002041511,NA,NA,NA,0.001020755,NA,NA,NA,NA,NA,6.81E-04,NA,NA,NA,NA,NA,NA,0.001361007,
East Feliciana Parish,22037,LA,1,10042,Donald Trump,Louisiana,NA,9.96E-05,NA,0.001194981,NA,0.001892053,0.554570803,NA,0.00398327,NA,0.010157339,9.96E-05,0.421728739,2.99E-04,0.003784107,NA,NA,NA,6.97E-04,NA,NA,NA,NA,NA,4.98E-04,NA,NA,NA,NA,NA,NA,9.96E-04,
Evangeline Parish,22039,LA,1,14882,Donald Trump,Louisiana,NA,6.72E-05,NA,0.001343905,NA,0.002284639,0.696142992,NA,0.002486225,NA,0.007794651,1.34E-04,0.282757694,2.69E-04,0.004434888,NA,NA,NA,6.72E-04,NA,NA,NA,NA,NA,9.41E-04,NA,NA,NA,NA,NA,NA,6.72E-04,
Franklin Parish,22041,LA,1,9162,Donald Trump,Louisiana,NA,3.27E-04,NA,9.82E-04,NA,9.82E-04,0.710980135,NA,0.001528051,NA,0.00742196,1.09E-04,0.273521065,1.09E-04,0.003056101,NA,NA,NA,4.37E-04,NA,NA,NA,NA,NA,1.09E-04,NA,NA,NA,NA,NA,NA,4.37E-04,
Grant Parish,22043,LA,1,8821,Donald Trump,Louisiana,NA,5.67E-04,NA,0.001473756,NA,0.001813853,0.83981408,NA,0.003514341,NA,0.014284095,1.13E-04,0.133885047,0,0.003854438,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6.80E-04,
Iberia Parish,22045,LA,1,32454,Donald Trump,Louisiana,NA,2.47E-04,NA,9.86E-04,NA,0.001571455,0.644080853,NA,0.002218525,NA,0.013650089,3.70E-04,0.329635792,2.16E-04,0.005238183,NA,NA,NA,4.62E-04,NA,NA,NA,NA,NA,3.08E-04,NA,NA,NA,NA,NA,NA,0.001016824,
Iberville Parish,22047,LA,1,16043,Hillary Clinton,Louisiana,NA,3.12E-04,NA,0.001121985,NA,0.001745309,0.456273764,NA,0.002742629,NA,0.010284859,2.49E-04,0.518855576,2.49E-04,0.005734588,NA,NA,NA,8.10E-04,NA,NA,NA,NA,NA,7.48E-04,NA,NA,NA,NA,NA,NA,8.73E-04,
Jackson Parish,22049,LA,1,7464,Donald Trump,Louisiana,NA,2.68E-04,NA,9.38E-04,NA,0.002143623,0.692524116,NA,0.003215434,NA,0.009914255,2.68E-04,0.286575563,4.02E-04,0.002679528,NA,NA,NA,1.34E-04,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,9.38E-04,
Jefferson Parish,22051,LA,1,181639,Donald Trump,Louisiana,NA,2.09E-04,NA,8.20E-04,NA,0.001293775,0.552733719,NA,0.004795226,NA,0.023706363,1.76E-04,0.405584704,1.71E-04,0.008869241,NA,NA,NA,4.90E-04,NA,NA,NA,NA,NA,4.57E-04,NA,NA,NA,NA,NA,NA,6.94E-04,
Jefferson Davis Parish,22053,LA,1,14277,Donald Trump,Louisiana,NA,2.80E-04,NA,0.002381453,NA,0.002031239,0.754710373,NA,0.004062478,NA,0.012957904,4.20E-04,0.215731596,7.00E-05,0.004973034,NA,NA,NA,7.00E-04,NA,NA,NA,NA,NA,4.90E-04,NA,NA,NA,NA,NA,NA,0.001190726,
Lafayette Parish,22055,LA,1,105603,Donald Trump,Louisiana,NA,1.89E-04,NA,7.39E-04,NA,0.001581394,0.645767639,NA,0.004943041,NA,0.026826889,2.27E-04,0.309896499,1.61E-04,0.008058483,NA,NA,NA,5.02E-04,NA,NA,NA,NA,NA,3.41E-04,NA,NA,NA,NA,NA,NA,7.67E-04,
Lafourche Parish,22057,LA,1,41645,Donald Trump,Louisiana,NA,4.32E-04,NA,0.001056549,NA,0.001272662,0.767415056,NA,0.002569336,NA,0.017625165,1.68E-04,0.202257174,2.40E-04,0.005594909,NA,NA,NA,3.60E-04,NA,NA,NA,NA,NA,2.88E-04,NA,NA,NA,NA,NA,NA,7.20E-04,
La Salle Parish,22059,LA,1,6569,Donald Trump,Louisiana,NA,3.04E-04,NA,0.001370072,NA,0.001978992,0.888415284,NA,0.003196834,NA,0.008068199,0,0.092099254,1.52E-04,0.002892373,NA,NA,NA,4.57E-04,NA,NA,NA,NA,NA,4.57E-04,NA,NA,NA,NA,NA,NA,6.09E-04,
Lincoln Parish,22061,LA,1,18669,Donald Trump,Louisiana,NA,2.14E-04,NA,5.89E-04,NA,0.002142589,0.576410092,NA,0.007820451,NA,0.023568483,1.61E-04,0.380684557,1.61E-04,0.006427768,NA,NA,NA,6.96E-04,NA,NA,NA,NA,NA,3.75E-04,NA,NA,NA,NA,NA,NA,7.50E-04,
Livingston Parish,22063,LA,1,57730,Donald Trump,Louisiana,NA,1.56E-04,NA,9.01E-04,NA,0.002338472,0.845730123,NA,0.003706911,NA,0.019937641,1.04E-04,0.120388013,1.04E-04,0.005058029,NA,NA,NA,3.29E-04,NA,NA,NA,NA,NA,3.81E-04,NA,NA,NA,NA,NA,NA,8.66E-04,
Madison Parish,22065,LA,1,4732,Hillary Clinton,Louisiana,NA,0,NA,0.001056636,NA,8.45E-04,0.407227388,NA,0.001267963,NA,0.003592561,4.23E-04,0.579881657,2.11E-04,0.003169907,NA,NA,NA,0.001056636,NA,NA,NA,NA,NA,6.34E-04,NA,NA,NA,NA,NA,NA,6.34E-04,
Morehouse Parish,22067,LA,1,11852,Donald Trump,Louisiana,NA,8.44E-05,NA,5.06E-04,NA,0.001265609,0.548599393,NA,0.002109349,NA,0.006159298,8.44E-05,0.434947688,3.37E-04,0.003881201,NA,NA,NA,8.44E-04,NA,NA,NA,NA,NA,5.91E-04,NA,NA,NA,NA,NA,NA,5.91E-04,
